Person,Organization,EdgeType
2000,7512,Career
2000,7513,Career
2000,7514,Career
2000,7515,Career
2001,7559,Career
2001,6804,PhD
2001,7271,Career
2002,6804,PhD
2002,6853,Career
2003,7090,Career
2003,6804,PhD
2004,7068,Career
2004,6804,PhD
2004,6791,Career
2005,6804,PhD
2005,7583,Career
2006,7584,Career
2006,7585,Career
2006,6804,PhD
2006,6791,Career
2007,6804,PhD
2007,6853,Career
2008,7483,Career
2008,7635,Career
2008,6804,PhD
2009,7643,Career
2009,6804,PhD
2010,7648,Career
2010,7649,Career
2010,7650,Career
2010,6804,PhD
2010,6905,Career
2011,6804,PhD
2011,6853,Career
2012,6852,Career
2012,6899,Career
2012,6804,PhD
2012,7685,Career
2013,6864,Career
2013,6804,PhD
2013,7653,Career
2014,6804,PhD
2014,6853,Career
2014,7078,Career
2015,7699,Career
2015,6804,PhD
2015,6853,Career
2015,7022,Career
2016,6800,Career
2016,6882,Career
2016,6804,PhD
2017,6804,PhD
2017,6853,Career
2017,7703,Career
2018,6848,Career
2018,6804,PhD
2019,6960,Career
2019,6804,PhD
2020,6804,PhD
2020,6853,Career
2021,7361,Career
2021,6791,Career
2021,7948,Career
2021,6892,Career
2021,7949,Career
2021,7950,Career
2021,7951,Career
2021,7952,Career
2021,7953,Career
2021,7954,Career
2021,6804,PhD
2021,6783,Career
2022,6848,Career
2022,6930,Career
2022,6804,PhD
2022,7279,Career
2023,8264,Career
2023,8265,Career
2023,6804,PhD
2024,8240,Career
2024,8330,Career
2024,8331,Career
2024,6804,PhD
2024,6946,Career
2025,6795,Career
2025,6804,PhD
2026,8635,Career
2026,6804,PhD
2026,6789,Career
2027,6785,Career
2027,6804,PhD
2027,6804,Career
2028,6848,Career
2028,6804,PhD
2029,7472,Career
2029,6852,Career
2029,7027,Career
2029,6804,PhD
2030,7273,Career
2030,6804,PhD
2031,6817,Career
2031,6804,PhD
2032,6848,Career
2032,8977,Career
2032,8978,Career
2032,6804,PhD
2032,7622,Career
2033,7489,Career
2033,6852,Career
2033,6804,PhD
2033,9126,Career
2033,7158,Career
2034,6848,Career
2034,9218,Career
2034,6804,PhD
2035,7345,Career
2035,7522,Career
2035,6804,PhD
2035,9230,Career
2035,9231,Career
2036,9232,Career
2036,6804,PhD
2036,7158,Career
2037,7762,Career
2037,6804,PhD
2038,9312,Career
2038,9311,Career
2038,6804,PhD
2038,6791,Career
2039,6851,Career
2039,6804,PhD
2040,8856,Career
2040,9345,Career
2040,9346,Career
2040,6804,PhD
2041,6804,PhD
2041,9358,Career
2041,6791,Career
2042,7016,Career
2042,6804,PhD
2042,6933,Career
2042,7879,Career
2042,9384,Career
2042,9385,Career
2042,9386,Career
2042,9387,Career
2042,9388,Career
2043,6804,PhD
2043,6791,Career
2044,7273,Career
2044,6804,PhD
2044,9406,Career
2045,6804,PhD
2045,8461,Career
2045,6853,Career
2046,6848,Career
2046,6804,PhD
2047,6848,Career
2047,6804,PhD
2047,6853,Career
2048,6784,Career
2048,6804,PhD
2048,6853,Career
2049,6852,Career
2049,6804,PhD
2049,6853,Career
2050,6804,PhD
2050,6933,Career
2051,6804,PhD
2051,6917,Career
2052,7345,Career
2052,6804,PhD
2052,6933,Career
2052,6791,Career
2052,7002,Career
2052,9511,Career
2052,7562,Career
2053,7635,Career
2053,6804,PhD
2054,6946,Career
2054,6804,PhD
2054,7386,Career
2055,6963,Career
2055,6804,PhD
2055,9550,Career
2056,6804,PhD
2056,6933,Career
2056,7078,Career
2057,6804,PhD
2057,6933,Career
2058,7776,Career
2058,6852,Career
2058,6804,PhD
2058,9584,Career
2058,6855,Career
2059,7080,Career
2059,6804,PhD
2059,6853,Career
2059,7718,Career
2060,9593,Career
2060,6804,PhD
2060,6910,Career
2060,9580,Career
2061,8112,Career
2061,6788,Career
2061,6804,PhD
2062,7010,Career
2062,6804,PhD
2063,9748,Career
2063,6804,PhD
2063,9749,Career
2063,9750,Career
2063,8567,Career
2064,9756,Career
2064,9755,Career
2064,6804,PhD
2064,6853,Career
2065,7216,Career
2065,6852,Career
2065,6804,PhD
2065,9759,Career
2066,6852,Career
2066,6804,PhD
2067,6892,Career
2067,6804,PhD
2067,9807,Career
2068,6817,Career
2068,6804,PhD
2068,9814,Career
2068,9815,Career
2069,7100,Career
2069,6804,PhD
2069,7644,Career
2070,7345,Career
2070,7556,Career
2070,6804,PhD
2070,6791,Career
2071,6804,PhD
2071,7718,Career
2071,6855,Career
2072,6848,Career
2072,6804,PhD
2073,7212,Career
2073,6804,PhD
2073,6791,Career
2074,6848,Career
2074,9849,Career
2074,6804,PhD
2075,6956,Career
2075,6804,PhD
2075,7157,Career
2075,9886,Career
2076,9888,Career
2076,6804,PhD
2077,7016,Career
2077,6804,PhD
2077,6933,Career
2078,6804,PhD
2078,6933,Career
2079,7042,Career
2079,6804,PhD
2079,8877,Career
2080,6804,PhD
2080,6855,Career
2081,6897,Career
2081,7426,Career
2081,6804,PhD
2082,9930,Career
2082,6804,PhD
2083,6804,PhD
2083,7157,Career
2084,6804,PhD
2084,6791,Career
2085,6953,Career
2085,6804,PhD
2086,6946,Career
2086,6795,Career
2086,6804,PhD
2087,6848,Career
2087,6849,Career
2087,6866,Career
2087,6804,PhD
2088,10000,Career
2088,6896,Career
2088,7266,Career
2088,6804,PhD
2088,6953,Career
2088,7102,Career
2088,9999,Career
2089,7401,Career
2089,6804,PhD
2089,6853,Career
2090,6848,Career
2090,6804,PhD
2091,7080,Career
2091,7273,Career
2091,6804,PhD
2092,7128,Career
2092,10104,Career
2092,6804,PhD
2092,10103,Career
2093,6800,Career
2093,6852,Career
2093,6804,PhD
2093,10151,Career
2094,10168,Career
2094,9898,Career
2094,6804,PhD
2095,6952,Career
2095,6852,Career
2095,6804,PhD
2096,6804,PhD
2096,10181,Career
2096,10182,Career
2096,10183,Career
2096,10180,Career
2096,7228,Career
2097,6804,PhD
2097,6853,Career
2098,10193,Career
2098,10194,Career
2098,10195,Career
2098,6852,Career
2098,6790,Career
2098,6804,PhD
2098,10196,Career
2098,7438,Career
2099,10308,Career
2099,6804,PhD
2099,10309,Career
2099,8350,Career
2100,6804,PhD
2100,6933,Career
2101,6848,Career
2101,6804,PhD
2102,7170,Career
2102,6899,Career
2102,6804,PhD
2102,6791,Career
2102,6921,Career
2102,10330,Career
2102,10331,Career
2102,10332,Career
2103,6804,PhD
2103,6853,Career
2104,6848,Career
2104,6804,PhD
2105,6792,Career
2105,6788,Career
2105,6804,PhD
2106,6804,PhD
2106,6887,Career
2107,7273,Career
2107,7818,Career
2107,6804,PhD
2107,6970,Career
2107,7157,Career
2108,6953,Career
2108,6804,PhD
2109,7698,Career
2109,6804,PhD
2109,10362,Career
2109,6783,Career
2110,6852,Career
2110,10378,Career
2110,6804,PhD
2110,7546,Career
2111,6804,PhD
2111,7438,Career
2112,6804,PhD
2112,6853,Career
2113,10396,Career
2113,6804,PhD
2113,10397,Career
2113,10398,Career
2114,6786,Career
2114,6804,PhD
2114,7367,Career
2115,6804,PhD
2115,6933,Career
2116,6852,Career
2116,6804,PhD
2116,10422,Career
2116,10423,Career
2117,6809,Career
2117,6812,Career
2117,6804,PhD
2117,6782,Career
2117,8308,Career
2118,7328,Career
2118,7090,Career
2118,6963,Career
2118,6804,PhD
2119,6794,Career
2119,6795,Career
2119,6804,PhD
2120,6906,Career
2120,6804,PhD
2120,7438,Career
2120,6790,Career
2121,10467,Career
2121,6804,PhD
2121,6791,Career
2122,9953,Career
2122,10468,Career
2122,10469,Career
2122,10470,Career
2122,10471,Career
2122,10472,Career
2122,10473,Career
2122,10474,Career
2122,10475,Career
2122,10476,Career
2122,6804,PhD
2122,7386,Career
2123,7024,Career
2123,7568,Career
2123,6804,PhD
2123,10494,Career
2123,10495,Career
2124,10496,Career
2124,6804,PhD
2124,6853,Career
2125,7635,Career
2125,6804,PhD
2125,7011,Career
2126,6804,PhD
2126,6853,Career
2127,6804,PhD
2127,6804,Career
2127,6798,Career
2128,6849,Career
2128,6804,PhD
2128,7157,Career
2128,9886,Career
2129,6848,Career
2129,6852,Career
2129,6804,PhD
2130,6804,PhD
2130,6853,Career
2130,6791,Career
2131,6849,Career
2131,8139,Career
2131,6804,PhD
2131,10605,Career
2131,6791,Career
2132,10081,Career
2132,6804,PhD
2133,6904,Career
2133,6804,PhD
2134,6848,Career
2134,6804,PhD
2135,6804,PhD
2135,6791,Career
2136,6804,PhD
2136,6933,Career
2137,6947,Career
2137,6804,PhD
2138,6804,PhD
2138,6853,Career
2139,10665,Career
2139,6970,Career
2139,6804,PhD
2140,6804,PhD
2140,10702,Career
2140,6791,Career
2141,6852,Career
2141,6804,PhD
2142,7985,Career
2142,6803,Career
2142,6804,PhD
2143,6804,PhD
2143,6887,Career
2144,6804,PhD
2144,6933,Career
2145,7386,Career
2145,10819,Career
2145,6804,PhD
2146,6953,Career
2146,6804,PhD
2146,6853,Career
2147,6852,Career
2147,6804,PhD
2148,7080,Career
2148,6852,Career
2148,6804,PhD
2149,6812,Career
2149,6804,PhD
2149,10855,Career
2150,6804,PhD
2150,6855,Career
2151,6848,Career
2151,6804,PhD
2152,7353,Career
2152,6804,PhD
2152,7055,Career
2153,6848,Career
2153,10915,Career
2153,10916,Career
2153,10917,Career
2153,6804,PhD
2153,7053,Career
2154,6848,Career
2154,10984,Career
2154,6804,PhD
2154,10983,Career
2154,6904,Career
2154,8073,Career
2154,6852,Career
2155,6848,Career
2155,6804,PhD
2155,7962,Career
2155,11084,Career
2155,7546,Career
2155,7053,Career
2156,6970,Career
2156,6804,PhD
2156,7133,Career
2156,6933,Career
2157,6848,Career
2157,11192,Career
2157,6804,PhD
2158,6819,Career
2158,6804,PhD
2158,8405,Career
2158,6846,Career
2159,6825,Career
2159,6804,PhD
2159,11325,Career
2159,11326,Career
2160,7368,Career
2160,7353,Career
2160,8594,Career
2160,6804,PhD
2160,6837,Career
2161,9852,Career
2161,6852,Career
2161,6804,PhD
2161,11388,Career
2161,11389,Career
2161,11390,Career
2162,11404,Career
2162,11403,Career
2162,6804,PhD
2162,10469,Career
2162,11405,Career
2163,6804,PhD
2163,6933,Career
2163,6853,Career
2164,9120,Career
2164,7962,Career
2164,6804,PhD
2164,6975,Career
2165,6868,Career
2165,11498,Career
2165,11499,Career
2165,6804,PhD
2166,11592,Career
2166,6804,PhD
2166,11590,Career
2166,11591,Career
2167,6804,PhD
2167,7128,Career
2167,7483,Career
2167,11645,Career
2167,11646,Career
2167,11647,Career
2168,7090,Career
2168,6804,PhD
2168,11781,Career
2168,11782,Career
2168,11783,Career
2168,11784,Career
2168,6953,Career
2169,6848,Career
2169,7962,Career
2169,6804,PhD
2170,6848,Career
2170,6804,PhD
2171,11842,Career
2171,11843,Career
2171,6804,PhD
2171,6933,Career
2171,8150,Career
2171,7044,Career
2172,6804,PhD
2172,10741,Career
2172,11877,Career
2173,11988,Career
2173,11987,Career
2173,6804,PhD
2173,6791,Career
2173,9225,Career
2173,6795,Career
2174,6804,PhD
2174,9806,Career
2175,9201,Career
2175,6804,PhD
2175,6791,Career
2176,8419,Career
2176,6804,PhD
2176,11805,Career
2177,6795,Career
2177,6804,PhD
2177,6804,Career
2177,6933,Career
2178,7218,Career
2178,12195,Career
2178,6804,PhD
2178,6853,Career
2178,6906,Career
2178,12194,Career
2179,7273,Career
2179,6804,PhD
2180,7273,Career
2180,6804,PhD
2180,7053,Career
2181,12288,Career
2181,6804,PhD
2181,12285,Career
2181,12286,Career
2181,12287,Career
2182,12296,Career
2182,12297,Career
2182,6804,PhD
2182,6804,Career
2182,10045,Career
2182,9894,Career
2183,12378,Career
2183,12379,Career
2183,6804,PhD
2183,6789,Career
2184,6848,Career
2184,7100,Career
2184,6804,PhD
2184,6805,Career
2185,7273,Career
2185,6804,PhD
2185,7157,Career
2185,7158,Career
2186,7321,Career
2186,12383,Career
2186,6804,PhD
2186,12382,Career
2186,7873,Career
2187,6804,PhD
2187,6791,Career
2188,6804,PhD
2188,7078,Career
2189,6804,PhD
2189,6933,Career
2190,12508,Career
2190,12509,Career
2190,6804,PhD
2190,11805,Career
2190,6791,Career
2191,12536,Career
2191,6804,PhD
2191,12535,Career
2192,7228,Career
2192,6804,PhD
2192,7724,Career
2193,12576,Career
2193,12577,Career
2193,12578,Career
2193,6804,PhD
2193,6813,Career
2193,12575,Career
2194,7688,Career
2194,10090,Career
2194,6804,PhD
2194,7254,Career
2195,7080,Career
2195,6804,PhD
2195,12733,Career
2195,12734,Career
2196,12751,Career
2196,6804,PhD
2196,12750,Career
2196,7751,Career
2197,7068,Career
2197,6804,PhD
2197,6972,Career
2198,6804,PhD
2198,6933,Career
2199,6852,Career
2199,6804,PhD
2200,7156,Career
2200,6795,Career
2200,6804,PhD
2200,7599,Career
2201,12755,Career
2201,6804,PhD
2202,7228,Career
2202,6804,PhD
2203,12772,Career
2203,12771,Career
2203,6804,PhD
2203,12773,Career
2203,9103,Career
2204,6804,PhD
2204,9894,Career
2204,6855,Career
2205,6804,PhD
2205,7253,Career
2205,12790,Career
2206,6848,Career
2206,12353,Career
2206,6804,PhD
2207,7080,Career
2207,6963,Career
2207,6804,PhD
2207,6853,Career
2207,9550,Career
2208,6817,Career
2208,6804,PhD
2208,6822,Career
2208,7134,Career
2208,7326,Career
2209,6848,Career
2209,6804,PhD
2209,6853,Career
2210,7033,Career
2210,6804,PhD
2210,12822,Career
2210,6910,Career
2211,6849,Career
2211,6850,Career
2211,6963,Career
2211,6804,PhD
2211,6853,Career
2212,9387,Career
2212,6804,PhD
2212,12829,Career
2213,7548,Career
2213,6804,PhD
2213,6934,Career
2214,6804,PhD
2214,12853,Career
2214,12854,Career
2215,6869,Career
2215,6870,Career
2215,6871,Career
2215,6872,Career
2215,6873,Career
2215,6810,PhD
2216,6810,PhD
2216,6903,Career
2217,6810,PhD
2217,6915,Career
2217,6916,Career
2218,6810,PhD
2218,6917,Career
2218,6918,Career
2219,6810,PhD
2219,6853,Career
2220,6810,PhD
2220,6962,Career
2220,6981,Career
2220,6982,Career
2221,6810,PhD
2221,6995,Career
2221,6996,Career
2221,6794,Career
2222,6800,Career
2222,7144,Career
2222,6810,PhD
2222,6790,Career
2223,7022,Career
2223,6810,PhD
2223,7167,Career
2223,7002,Career
2223,6970,Career
2223,7166,Career
2223,7165,Career
2224,7169,Career
2224,6810,PhD
2224,7170,Career
2224,6853,Career
2225,7177,Career
2225,6810,PhD
2225,7178,Career
2226,7184,Career
2226,7185,Career
2226,7186,Career
2226,7187,Career
2226,6810,PhD
2226,6796,Career
2227,6810,PhD
2227,7188,Career
2227,7135,Career
2228,6810,PhD
2228,6997,Career
2228,7189,Career
2229,6810,PhD
2229,6781,Career
2230,6810,PhD
2230,6882,Career
2230,7042,Career
2230,6853,Career
2231,6810,PhD
2231,6852,Career
2232,7345,Career
2232,6810,PhD
2233,6810,PhD
2233,7429,Career
2233,6895,Career
2234,6928,Career
2234,6960,Career
2234,6810,PhD
2234,7475,Career
2235,6810,PhD
2235,7178,Career
2236,6810,PhD
2236,7108,Career
2236,6853,Career
2237,6810,PhD
2237,7134,Career
2238,6810,PhD
2238,7523,Career
2238,7524,Career
2238,7002,Career
2239,6810,PhD
2239,7547,Career
2240,6810,PhD
2240,6853,Career
2241,6810,PhD
2241,6804,Career
2241,7078,Career
2242,6800,Career
2242,6810,PhD
2243,6810,PhD
2243,6934,Career
2244,6810,PhD
2244,6853,Career
2245,6810,PhD
2245,7652,Career
2245,7653,Career
2246,6810,PhD
2246,6853,Career
2247,6810,PhD
2247,6853,Career
2248,6810,PhD
2248,6933,Career
2249,7345,Career
2249,6810,PhD
2249,6804,Career
2249,6970,Career
2249,7689,Career
2250,6897,Career
2250,6810,PhD
2251,7712,Career
2251,7713,Career
2251,6810,PhD
2252,6810,PhD
2252,6853,Career
2253,6817,Career
2253,6810,PhD
2254,6810,PhD
2254,6933,Career
2255,6810,PhD
2255,6804,Career
2255,7078,Career
2256,6810,PhD
2256,7790,Career
2256,7791,Career
2257,6810,PhD
2257,7702,Career
2258,6810,PhD
2258,7711,Career
2259,7824,Career
2259,7033,Career
2259,6810,PhD
2259,7826,Career
2259,7825,Career
2260,7392,Career
2260,6810,PhD
2261,6810,PhD
2261,7563,Career
2262,6810,PhD
2262,7819,Career
2263,6793,Career
2263,6810,PhD
2264,6800,Career
2264,6810,PhD
2265,6810,PhD
2265,7859,Career
2265,6804,Career
2266,6810,PhD
2266,6970,Career
2267,6810,PhD
2267,6853,Career
2268,6810,PhD
2268,7556,Career
2268,7783,Career
2269,6810,PhD
2269,6804,Career
2270,6810,PhD
2270,7867,Career
2271,6810,PhD
2271,6830,Career
2272,6810,PhD
2272,7868,Career
2273,6810,PhD
2273,7791,Career
2274,6810,PhD
2274,6781,Career
2274,7991,Career
2275,6810,PhD
2275,6891,Career
2275,6804,Career
2276,6848,Career
2276,7305,Career
2276,6810,PhD
2276,6892,Career
2276,8017,Career
2277,6801,Career
2277,6810,PhD
2278,6810,PhD
2278,6827,Career
2278,6813,Career
2278,8187,Career
2279,6800,Career
2279,7266,Career
2279,8211,Career
2279,8212,Career
2279,6853,Career
2279,6810,PhD
2279,7900,Career
2280,6810,PhD
2280,8213,Career
2280,6933,Career
2280,6842,Career
2281,7507,Career
2281,6787,Career
2281,7286,Career
2281,8214,Career
2281,7751,Career
2281,6810,PhD
2281,8215,Career
2282,6800,Career
2282,6848,Career
2282,6810,PhD
2282,7900,Career
2283,6810,PhD
2283,6803,Career
2283,6786,Career
2283,6807,Career
2284,6852,Career
2284,6810,PhD
2284,7540,Career
2284,8278,Career
2284,7255,Career
2285,6810,PhD
2285,8284,Career
2286,6810,PhD
2286,6821,Career
2286,7367,Career
2287,6810,PhD
2287,8334,Career
2287,6933,Career
2287,7158,Career
2287,8333,Career
2288,8345,Career
2288,6810,PhD
2288,6891,Career
2288,6940,Career
2289,6810,PhD
2289,6930,Career
2290,6809,Career
2290,6810,PhD
2290,6852,Career
2291,8400,Career
2291,8401,Career
2291,8402,Career
2291,7879,Career
2291,6810,PhD
2291,8398,Career
2291,8399,Career
2292,6947,Career
2292,6810,PhD
2292,8403,Career
2292,8139,Career
2293,6985,Career
2293,6810,PhD
2293,8444,Career
2293,8445,Career
2293,7143,Career
2294,6892,Career
2294,6810,PhD
2294,7900,Career
2294,8493,Career
2295,6810,PhD
2295,8612,Career
2296,6897,Career
2296,6810,PhD
2296,8636,Career
2296,8637,Career
2296,8638,Career
2296,8639,Career
2297,7128,Career
2297,8649,Career
2297,6810,PhD
2297,6829,Career
2298,6810,PhD
2298,6810,Career
2299,6810,PhD
2299,6804,Career
2299,8901,Career
2300,6810,PhD
2300,8926,Career
2300,6782,Career
2300,6975,Career
2301,6810,PhD
2301,7266,Career
2302,6810,PhD
2302,6962,Career
2302,6933,Career
2303,6848,Career
2303,6810,PhD
2304,6810,PhD
2304,6933,Career
2304,6853,Career
2305,6810,PhD
2305,7474,Career
2306,6810,PhD
2306,9163,Career
2306,6853,Career
2307,9138,Career
2307,9188,Career
2307,9189,Career
2307,9190,Career
2307,9191,Career
2307,6804,Career
2307,6810,PhD
2307,6826,Career
2308,6810,PhD
2308,6853,Career
2309,6810,PhD
2309,6852,Career
2309,6853,Career
2310,9224,Career
2310,9225,Career
2310,6810,PhD
2310,9227,Career
2310,9226,Career
2311,6810,PhD
2311,6931,Career
2311,6804,Career
2312,6848,Career
2312,7448,Career
2312,6810,PhD
2312,9269,Career
2313,6810,PhD
2313,9285,Career
2313,9286,Career
2313,6853,Career
2314,7177,Career
2314,6810,PhD
2315,6810,PhD
2315,9323,Career
2315,6804,Career
2315,7090,Career
2315,6910,Career
2316,8113,Career
2316,6810,PhD
2316,6795,Career
2316,6804,Career
2316,7678,Career
2317,6800,Career
2317,7648,Career
2317,8114,Career
2317,6817,Career
2317,9353,Career
2317,6810,PhD
2318,6810,PhD
2318,6813,Career
2319,9400,Career
2319,9401,Career
2319,6810,PhD
2320,9410,Career
2320,9409,Career
2320,6810,PhD
2320,6794,Career
2321,7392,Career
2321,6810,PhD
2321,6910,Career
2322,9440,Career
2322,7025,Career
2322,7943,Career
2322,6810,PhD
2322,6924,Career
2322,9439,Career
2323,6812,Career
2323,6810,PhD
2323,6804,Career
2324,6800,Career
2324,6810,PhD
2324,7159,Career
2325,9466,Career
2325,6810,PhD
2325,6853,Career
2326,6810,PhD
2326,6795,Career
2326,6852,Career
2327,6810,PhD
2327,6852,Career
2327,6790,Career
2328,6810,PhD
2328,7135,Career
2329,6810,PhD
2329,6821,Career
2329,6853,Career
2330,6810,PhD
2330,9539,Career
2330,9540,Career
2331,9560,Career
2331,6810,PhD
2331,9559,Career
2332,6810,PhD
2332,9590,Career
2332,9589,Career
2332,6982,Career
2333,8168,Career
2333,7321,Career
2333,6810,PhD
2334,6810,PhD
2334,9643,Career
2334,9642,Career
2334,6853,Career
2335,6810,PhD
2335,7900,Career
2336,6810,PhD
2336,7189,Career
2337,6810,PhD
2337,7367,Career
2338,6849,Career
2338,6810,PhD
2338,6995,Career
2338,6812,Career
2338,6853,Career
2339,7370,Career
2339,6810,PhD
2339,9715,Career
2339,6933,Career
2339,7157,Career
2340,6810,PhD
2340,6787,Career
2341,6810,PhD
2341,6892,Career
2341,8450,Career
2342,6904,Career
2342,6985,Career
2342,6810,PhD
2342,7900,Career
2342,9010,Career
2343,6849,Career
2343,6810,PhD
2343,9779,Career
2344,6960,Career
2344,6810,PhD
2344,6853,Career
2345,6810,PhD
2345,6917,Career
2345,9791,Career
2346,6810,PhD
2346,7002,Career
2346,6799,Career
2347,6824,Career
2347,6810,PhD
2347,6835,Career
2347,6805,Career
2348,6849,Career
2348,6810,PhD
2348,9835,Career
2349,6810,PhD
2349,7078,Career
2350,6804,Career
2350,6810,PhD
2350,7060,Career
2351,6882,Career
2351,6810,PhD
2351,6794,Career
2352,6801,Career
2352,6810,PhD
2352,6794,Career
2353,7345,Career
2353,6810,PhD
2353,9935,Career
2354,6810,PhD
2354,6787,Career
2354,7778,Career
2355,9968,Career
2355,9969,Career
2355,6810,PhD
2355,6853,Career
2356,10017,Career
2356,6810,PhD
2357,6784,Career
2357,6810,PhD
2358,6810,PhD
2358,7382,Career
2359,6800,Career
2359,6810,PhD
2359,6852,Career
2359,6855,Career
2360,6810,PhD
2360,6853,Career
2360,7834,Career
2361,6810,PhD
2361,10045,Career
2362,6792,Career
2362,6809,Career
2362,6810,PhD
2362,6852,Career
2363,10049,Career
2363,6810,PhD
2363,7078,Career
2364,7033,Career
2364,6810,PhD
2365,6810,PhD
2365,10071,Career
2366,6810,PhD
2366,6853,Career
2367,6810,PhD
2367,6899,Career
2367,7711,Career
2368,6810,PhD
2368,10076,Career
2368,10077,Career
2369,10080,Career
2369,6810,PhD
2370,6810,PhD
2370,6852,Career
2371,6810,PhD
2371,7563,Career
2372,6810,PhD
2372,7834,Career
2373,6810,PhD
2373,6914,Career
2374,6810,PhD
2374,10034,Career
2375,7044,Career
2375,6933,Career
2375,10108,Career
2375,10105,Career
2375,6810,PhD
2375,10107,Career
2375,7548,Career
2375,10106,Career
2376,6810,PhD
2376,7476,Career
2377,6810,PhD
2377,10109,Career
2377,10110,Career
2378,6962,Career
2378,6985,Career
2378,6810,PhD
2378,10111,Career
2378,7020,Career
2378,9199,Career
2379,10128,Career
2379,7075,Career
2379,6804,Career
2379,6985,Career
2379,6810,PhD
2379,10126,Career
2379,10127,Career
2380,6960,Career
2380,6810,PhD
2380,10197,Career
2380,6794,Career
2380,6933,Career
2381,7216,Career
2381,10216,Career
2381,6810,PhD
2381,7900,Career
2381,6853,Career
